Year,Nation,iso_code3,frac_enfu_fuel_demand_imported_pj_fuel_kerosene
2017,bulgaria,BGR,0.22057404446350568
2018,bulgaria,BGR,0.22057404446350568
2019,bulgaria,BGR,0.22057404446350568
2020,bulgaria,BGR,0.22057404446350568
2021,bulgaria,BGR,0.22057404446350568
2022,bulgaria,BGR,0.22057404446350568
2023,bulgaria,BGR,0.22057404446350568
2024,bulgaria,BGR,0.22057404446350568
2025,bulgaria,BGR,0.22057404446350568
2026,bulgaria,BGR,0.22057404446350568
2027,bulgaria,BGR,0.22057404446350568
2028,bulgaria,BGR,0.22057404446350568
2029,bulgaria,BGR,0.22057404446350568
2030,bulgaria,BGR,0.22057404446350568
2031,bulgaria,BGR,0.22057404446350568
2032,bulgaria,BGR,0.22057404446350568
2033,bulgaria,BGR,0.22057404446350568
2034,bulgaria,BGR,0.22057404446350568
2035,bulgaria,BGR,0.22057404446350568
2036,bulgaria,BGR,0.22057404446350568
2037,bulgaria,BGR,0.22057404446350568
2038,bulgaria,BGR,0.22057404446350568
2039,bulgaria,BGR,0.22057404446350568
2040,bulgaria,BGR,0.22057404446350568
2041,bulgaria,BGR,0.22057404446350568
2042,bulgaria,BGR,0.22057404446350568
2043,bulgaria,BGR,0.22057404446350568
2044,bulgaria,BGR,0.22057404446350568
2045,bulgaria,BGR,0.22057404446350568
2046,bulgaria,BGR,0.22057404446350568
2047,bulgaria,BGR,0.22057404446350568
2048,bulgaria,BGR,0.22057404446350568
2049,bulgaria,BGR,0.22057404446350568
2050,bulgaria,BGR,0.22057404446350568
2017,cambodia,KHM,0.5199383205243985
2018,cambodia,KHM,0.5199383205243985
2019,cambodia,KHM,0.5199383205243985
2020,cambodia,KHM,0.5199383205243985
2021,cambodia,KHM,0.5199383205243985
2022,cambodia,KHM,0.5199383205243985
2023,cambodia,KHM,0.5199383205243985
2024,cambodia,KHM,0.5199383205243985
2025,cambodia,KHM,0.5199383205243985
2026,cambodia,KHM,0.5199383205243985
2027,cambodia,KHM,0.5199383205243985
2028,cambodia,KHM,0.5199383205243985
2029,cambodia,KHM,0.5199383205243985
2030,cambodia,KHM,0.5199383205243985
2031,cambodia,KHM,0.5199383205243985
2032,cambodia,KHM,0.5199383205243985
2033,cambodia,KHM,0.5199383205243985
2034,cambodia,KHM,0.5199383205243985
2035,cambodia,KHM,0.5199383205243985
2036,cambodia,KHM,0.5199383205243985
2037,cambodia,KHM,0.5199383205243985
2038,cambodia,KHM,0.5199383205243985
2039,cambodia,KHM,0.5199383205243985
2040,cambodia,KHM,0.5199383205243985
2041,cambodia,KHM,0.5199383205243985
2042,cambodia,KHM,0.5199383205243985
2043,cambodia,KHM,0.5199383205243985
2044,cambodia,KHM,0.5199383205243985
2045,cambodia,KHM,0.5199383205243985
2046,cambodia,KHM,0.5199383205243985
2047,cambodia,KHM,0.5199383205243985
2048,cambodia,KHM,0.5199383205243985
2049,cambodia,KHM,0.5199383205243985
2050,cambodia,KHM,0.5199383205243985
2017,cameroon,CMR,0.28358411409636575
2018,cameroon,CMR,0.28358411409636575
2019,cameroon,CMR,0.28358411409636575
2020,cameroon,CMR,0.28358411409636575
2021,cameroon,CMR,0.28358411409636575
2022,cameroon,CMR,0.28358411409636575
2023,cameroon,CMR,0.28358411409636575
2024,cameroon,CMR,0.28358411409636575
2025,cameroon,CMR,0.28358411409636575
2026,cameroon,CMR,0.28358411409636575
2027,cameroon,CMR,0.28358411409636575
2028,cameroon,CMR,0.28358411409636575
2029,cameroon,CMR,0.28358411409636575
2030,cameroon,CMR,0.28358411409636575
2031,cameroon,CMR,0.28358411409636575
2032,cameroon,CMR,0.28358411409636575
2033,cameroon,CMR,0.28358411409636575
2034,cameroon,CMR,0.28358411409636575
2035,cameroon,CMR,0.28358411409636575
2036,cameroon,CMR,0.28358411409636575
2037,cameroon,CMR,0.28358411409636575
2038,cameroon,CMR,0.28358411409636575
2039,cameroon,CMR,0.28358411409636575
2040,cameroon,CMR,0.28358411409636575
2041,cameroon,CMR,0.28358411409636575
2042,cameroon,CMR,0.28358411409636575
2043,cameroon,CMR,0.28358411409636575
2044,cameroon,CMR,0.28358411409636575
2045,cameroon,CMR,0.28358411409636575
2046,cameroon,CMR,0.28358411409636575
2047,cameroon,CMR,0.28358411409636575
2048,cameroon,CMR,0.28358411409636575
2049,cameroon,CMR,0.28358411409636575
2050,cameroon,CMR,0.28358411409636575
2017,canada,CAN,0.0953904322622489
2018,canada,CAN,0.0953904322622489
2019,canada,CAN,0.0953904322622489
2020,canada,CAN,0.0953904322622489
2021,canada,CAN,0.0953904322622489
2022,canada,CAN,0.0953904322622489
2023,canada,CAN,0.0953904322622489
2024,canada,CAN,0.0953904322622489
2025,canada,CAN,0.0953904322622489
2026,canada,CAN,0.0953904322622489
2027,canada,CAN,0.0953904322622489
2028,canada,CAN,0.0953904322622489
2029,canada,CAN,0.0953904322622489
2030,canada,CAN,0.0953904322622489
2031,canada,CAN,0.0953904322622489
2032,canada,CAN,0.0953904322622489
2033,canada,CAN,0.0953904322622489
2034,canada,CAN,0.0953904322622489
2035,canada,CAN,0.0953904322622489
2036,canada,CAN,0.0953904322622489
2037,canada,CAN,0.0953904322622489
2038,canada,CAN,0.0953904322622489
2039,canada,CAN,0.0953904322622489
2040,canada,CAN,0.0953904322622489
2041,canada,CAN,0.0953904322622489
2042,canada,CAN,0.0953904322622489
2043,canada,CAN,0.0953904322622489
2044,canada,CAN,0.0953904322622489
2045,canada,CAN,0.0953904322622489
2046,canada,CAN,0.0953904322622489
2047,canada,CAN,0.0953904322622489
2048,canada,CAN,0.0953904322622489
2049,canada,CAN,0.0953904322622489
2050,canada,CAN,0.0953904322622489
2017,chile,CHL,0.3456180030513276
2018,chile,CHL,0.3456180030513276
2019,chile,CHL,0.3456180030513276
2020,chile,CHL,0.3456180030513276
2021,chile,CHL,0.3456180030513276
2022,chile,CHL,0.3456180030513276
2023,chile,CHL,0.3456180030513276
2024,chile,CHL,0.3456180030513276
2025,chile,CHL,0.3456180030513276
2026,chile,CHL,0.3456180030513276
2027,chile,CHL,0.3456180030513276
2028,chile,CHL,0.3456180030513276
2029,chile,CHL,0.3456180030513276
2030,chile,CHL,0.3456180030513276
2031,chile,CHL,0.3456180030513276
2032,chile,CHL,0.3456180030513276
2033,chile,CHL,0.3456180030513276
2034,chile,CHL,0.3456180030513276
2035,chile,CHL,0.3456180030513276
2036,chile,CHL,0.3456180030513276
2037,chile,CHL,0.3456180030513276
2038,chile,CHL,0.3456180030513276
2039,chile,CHL,0.3456180030513276
2040,chile,CHL,0.3456180030513276
2041,chile,CHL,0.3456180030513276
2042,chile,CHL,0.3456180030513276
2043,chile,CHL,0.3456180030513276
2044,chile,CHL,0.3456180030513276
2045,chile,CHL,0.3456180030513276
2046,chile,CHL,0.3456180030513276
2047,chile,CHL,0.3456180030513276
2048,chile,CHL,0.3456180030513276
2049,chile,CHL,0.3456180030513276
2050,chile,CHL,0.3456180030513276
2017,colombia,COL,0.15547226783916934
2018,colombia,COL,0.15547226783916934
2019,colombia,COL,0.15547226783916934
2020,colombia,COL,0.15547226783916934
2021,colombia,COL,0.15547226783916934
2022,colombia,COL,0.15547226783916934
2023,colombia,COL,0.15547226783916934
2024,colombia,COL,0.15547226783916934
2025,colombia,COL,0.15547226783916934
2026,colombia,COL,0.15547226783916934
2027,colombia,COL,0.15547226783916934
2028,colombia,COL,0.15547226783916934
2029,colombia,COL,0.15547226783916934
2030,colombia,COL,0.15547226783916934
2031,colombia,COL,0.15547226783916934
2032,colombia,COL,0.15547226783916934
2033,colombia,COL,0.15547226783916934
2034,colombia,COL,0.15547226783916934
2035,colombia,COL,0.15547226783916934
2036,colombia,COL,0.15547226783916934
2037,colombia,COL,0.15547226783916934
2038,colombia,COL,0.15547226783916934
2039,colombia,COL,0.15547226783916934
2040,colombia,COL,0.15547226783916934
2041,colombia,COL,0.15547226783916934
2042,colombia,COL,0.15547226783916934
2043,colombia,COL,0.15547226783916934
2044,colombia,COL,0.15547226783916934
2045,colombia,COL,0.15547226783916934
2046,colombia,COL,0.15547226783916934
2047,colombia,COL,0.15547226783916934
2048,colombia,COL,0.15547226783916934
2049,colombia,COL,0.15547226783916934
2050,colombia,COL,0.15547226783916934
2017,costa_rica,CRI,0.5206014440359685
2018,costa_rica,CRI,0.5206014440359685
2019,costa_rica,CRI,0.5206014440359685
2020,costa_rica,CRI,0.5206014440359685
2021,costa_rica,CRI,0.5206014440359685
2022,costa_rica,CRI,0.5206014440359685
2023,costa_rica,CRI,0.5206014440359685
2024,costa_rica,CRI,0.5206014440359685
2025,costa_rica,CRI,0.5206014440359685
2026,costa_rica,CRI,0.5206014440359685
2027,costa_rica,CRI,0.5206014440359685
2028,costa_rica,CRI,0.5206014440359685
2029,costa_rica,CRI,0.5206014440359685
2030,costa_rica,CRI,0.5206014440359685
2031,costa_rica,CRI,0.5206014440359685
2032,costa_rica,CRI,0.5206014440359685
2033,costa_rica,CRI,0.5206014440359685
2034,costa_rica,CRI,0.5206014440359685
2035,costa_rica,CRI,0.5206014440359685
2036,costa_rica,CRI,0.5206014440359685
2037,costa_rica,CRI,0.5206014440359685
2038,costa_rica,CRI,0.5206014440359685
2039,costa_rica,CRI,0.5206014440359685
2040,costa_rica,CRI,0.5206014440359685
2041,costa_rica,CRI,0.5206014440359685
2042,costa_rica,CRI,0.5206014440359685
2043,costa_rica,CRI,0.5206014440359685
2044,costa_rica,CRI,0.5206014440359685
2045,costa_rica,CRI,0.5206014440359685
2046,costa_rica,CRI,0.5206014440359685
2047,costa_rica,CRI,0.5206014440359685
2048,costa_rica,CRI,0.5206014440359685
2049,costa_rica,CRI,0.5206014440359685
2050,costa_rica,CRI,0.5206014440359685
2017,croatia,HRV,0.2728633326099483
2018,croatia,HRV,0.2728633326099483
2019,croatia,HRV,0.2728633326099483
2020,croatia,HRV,0.2728633326099483
2021,croatia,HRV,0.2728633326099483
2022,croatia,HRV,0.2728633326099483
2023,croatia,HRV,0.2728633326099483
2024,croatia,HRV,0.2728633326099483
2025,croatia,HRV,0.2728633326099483
2026,croatia,HRV,0.2728633326099483
2027,croatia,HRV,0.2728633326099483
2028,croatia,HRV,0.2728633326099483
2029,croatia,HRV,0.2728633326099483
2030,croatia,HRV,0.2728633326099483
2031,croatia,HRV,0.2728633326099483
2032,croatia,HRV,0.2728633326099483
2033,croatia,HRV,0.2728633326099483
2034,croatia,HRV,0.2728633326099483
2035,croatia,HRV,0.2728633326099483
2036,croatia,HRV,0.2728633326099483
2037,croatia,HRV,0.2728633326099483
2038,croatia,HRV,0.2728633326099483
2039,croatia,HRV,0.2728633326099483
2040,croatia,HRV,0.2728633326099483
2041,croatia,HRV,0.2728633326099483
2042,croatia,HRV,0.2728633326099483
2043,croatia,HRV,0.2728633326099483
2044,croatia,HRV,0.2728633326099483
2045,croatia,HRV,0.2728633326099483
2046,croatia,HRV,0.2728633326099483
2047,croatia,HRV,0.2728633326099483
2048,croatia,HRV,0.2728633326099483
2049,croatia,HRV,0.2728633326099483
2050,croatia,HRV,0.2728633326099483
2017,cuba,CUB,0.39448311763109656
2018,cuba,CUB,0.39448311763109656
2019,cuba,CUB,0.39448311763109656
2020,cuba,CUB,0.39448311763109656
2021,cuba,CUB,0.39448311763109656
2022,cuba,CUB,0.39448311763109656
2023,cuba,CUB,0.39448311763109656
2024,cuba,CUB,0.39448311763109656
2025,cuba,CUB,0.39448311763109656
2026,cuba,CUB,0.39448311763109656
2027,cuba,CUB,0.39448311763109656
2028,cuba,CUB,0.39448311763109656
2029,cuba,CUB,0.39448311763109656
2030,cuba,CUB,0.39448311763109656
2031,cuba,CUB,0.39448311763109656
2032,cuba,CUB,0.39448311763109656
2033,cuba,CUB,0.39448311763109656
2034,cuba,CUB,0.39448311763109656
2035,cuba,CUB,0.39448311763109656
2036,cuba,CUB,0.39448311763109656
2037,cuba,CUB,0.39448311763109656
2038,cuba,CUB,0.39448311763109656
2039,cuba,CUB,0.39448311763109656
2040,cuba,CUB,0.39448311763109656
2041,cuba,CUB,0.39448311763109656
2042,cuba,CUB,0.39448311763109656
2043,cuba,CUB,0.39448311763109656
2044,cuba,CUB,0.39448311763109656
2045,cuba,CUB,0.39448311763109656
2046,cuba,CUB,0.39448311763109656
2047,cuba,CUB,0.39448311763109656
2048,cuba,CUB,0.39448311763109656
2049,cuba,CUB,0.39448311763109656
2050,cuba,CUB,0.39448311763109656
2017,cyprus,CYP,0.7125581134036546
2018,cyprus,CYP,0.7125581134036546
2019,cyprus,CYP,0.7125581134036546
2020,cyprus,CYP,0.7125581134036546
2021,cyprus,CYP,0.7125581134036546
2022,cyprus,CYP,0.7125581134036546
2023,cyprus,CYP,0.7125581134036546
2024,cyprus,CYP,0.7125581134036546
2025,cyprus,CYP,0.7125581134036546
2026,cyprus,CYP,0.7125581134036546
2027,cyprus,CYP,0.7125581134036546
2028,cyprus,CYP,0.7125581134036546
2029,cyprus,CYP,0.7125581134036546
2030,cyprus,CYP,0.7125581134036546
2031,cyprus,CYP,0.7125581134036546
2032,cyprus,CYP,0.7125581134036546
2033,cyprus,CYP,0.7125581134036546
2034,cyprus,CYP,0.7125581134036546
2035,cyprus,CYP,0.7125581134036546
2036,cyprus,CYP,0.7125581134036546
2037,cyprus,CYP,0.7125581134036546
2038,cyprus,CYP,0.7125581134036546
2039,cyprus,CYP,0.7125581134036546
2040,cyprus,CYP,0.7125581134036546
2041,cyprus,CYP,0.7125581134036546
2042,cyprus,CYP,0.7125581134036546
2043,cyprus,CYP,0.7125581134036546
2044,cyprus,CYP,0.7125581134036546
2045,cyprus,CYP,0.7125581134036546
2046,cyprus,CYP,0.7125581134036546
2047,cyprus,CYP,0.7125581134036546
2048,cyprus,CYP,0.7125581134036546
2049,cyprus,CYP,0.7125581134036546
2050,cyprus,CYP,0.7125581134036546
2017,czech republic,CZE,0.26639226774906016
2018,czech republic,CZE,0.26639226774906016
2019,czech republic,CZE,0.26639226774906016
2020,czech republic,CZE,0.26639226774906016
2021,czech republic,CZE,0.26639226774906016
2022,czech republic,CZE,0.26639226774906016
2023,czech republic,CZE,0.26639226774906016
2024,czech republic,CZE,0.26639226774906016
2025,czech republic,CZE,0.26639226774906016
2026,czech republic,CZE,0.26639226774906016
2027,czech republic,CZE,0.26639226774906016
2028,czech republic,CZE,0.26639226774906016
2029,czech republic,CZE,0.26639226774906016
2030,czech republic,CZE,0.26639226774906016
2031,czech republic,CZE,0.26639226774906016
2032,czech republic,CZE,0.26639226774906016
2033,czech republic,CZE,0.26639226774906016
2034,czech republic,CZE,0.26639226774906016
2035,czech republic,CZE,0.26639226774906016
2036,czech republic,CZE,0.26639226774906016
2037,czech republic,CZE,0.26639226774906016
2038,czech republic,CZE,0.26639226774906016
2039,czech republic,CZE,0.26639226774906016
2040,czech republic,CZE,0.26639226774906016
2041,czech republic,CZE,0.26639226774906016
2042,czech republic,CZE,0.26639226774906016
2043,czech republic,CZE,0.26639226774906016
2044,czech republic,CZE,0.26639226774906016
2045,czech republic,CZE,0.26639226774906016
2046,czech republic,CZE,0.26639226774906016
2047,czech republic,CZE,0.26639226774906016
2048,czech republic,CZE,0.26639226774906016
2049,czech republic,CZE,0.26639226774906016
2050,czech republic,CZE,0.26639226774906016
2017,denmark,DNK,0.40925398007959135
2018,denmark,DNK,0.40925398007959135
2019,denmark,DNK,0.40925398007959135
2020,denmark,DNK,0.40925398007959135
2021,denmark,DNK,0.40925398007959135
2022,denmark,DNK,0.40925398007959135
2023,denmark,DNK,0.40925398007959135
2024,denmark,DNK,0.40925398007959135
2025,denmark,DNK,0.40925398007959135
2026,denmark,DNK,0.40925398007959135
2027,denmark,DNK,0.40925398007959135
2028,denmark,DNK,0.40925398007959135
2029,denmark,DNK,0.40925398007959135
2030,denmark,DNK,0.40925398007959135
2031,denmark,DNK,0.40925398007959135
2032,denmark,DNK,0.40925398007959135
2033,denmark,DNK,0.40925398007959135
2034,denmark,DNK,0.40925398007959135
2035,denmark,DNK,0.40925398007959135
2036,denmark,DNK,0.40925398007959135
2037,denmark,DNK,0.40925398007959135
2038,denmark,DNK,0.40925398007959135
2039,denmark,DNK,0.40925398007959135
2040,denmark,DNK,0.40925398007959135
2041,denmark,DNK,0.40925398007959135
2042,denmark,DNK,0.40925398007959135
2043,denmark,DNK,0.40925398007959135
2044,denmark,DNK,0.40925398007959135
2045,denmark,DNK,0.40925398007959135
2046,denmark,DNK,0.40925398007959135
2047,denmark,DNK,0.40925398007959135
2048,denmark,DNK,0.40925398007959135
2049,denmark,DNK,0.40925398007959135
2050,denmark,DNK,0.40925398007959135
2017,dominican_republic,DOM,0.6195042491654752
2018,dominican_republic,DOM,0.6195042491654752
2019,dominican_republic,DOM,0.6195042491654752
2020,dominican_republic,DOM,0.6195042491654752
2021,dominican_republic,DOM,0.6195042491654752
2022,dominican_republic,DOM,0.6195042491654752
2023,dominican_republic,DOM,0.6195042491654752
2024,dominican_republic,DOM,0.6195042491654752
2025,dominican_republic,DOM,0.6195042491654752
2026,dominican_republic,DOM,0.6195042491654752
2027,dominican_republic,DOM,0.6195042491654752
2028,dominican_republic,DOM,0.6195042491654752
2029,dominican_republic,DOM,0.6195042491654752
2030,dominican_republic,DOM,0.6195042491654752
2031,dominican_republic,DOM,0.6195042491654752
2032,dominican_republic,DOM,0.6195042491654752
2033,dominican_republic,DOM,0.6195042491654752
2034,dominican_republic,DOM,0.6195042491654752
2035,dominican_republic,DOM,0.6195042491654752
2036,dominican_republic,DOM,0.6195042491654752
2037,dominican_republic,DOM,0.6195042491654752
2038,dominican_republic,DOM,0.6195042491654752
2039,dominican_republic,DOM,0.6195042491654752
2040,dominican_republic,DOM,0.6195042491654752
2041,dominican_republic,DOM,0.6195042491654752
2042,dominican_republic,DOM,0.6195042491654752
2043,dominican_republic,DOM,0.6195042491654752
2044,dominican_republic,DOM,0.6195042491654752
2045,dominican_republic,DOM,0.6195042491654752
2046,dominican_republic,DOM,0.6195042491654752
2047,dominican_republic,DOM,0.6195042491654752
2048,dominican_republic,DOM,0.6195042491654752
2049,dominican_republic,DOM,0.6195042491654752
2050,dominican_republic,DOM,0.6195042491654752
2017,ecuador,ECU,0.398035288072331
2018,ecuador,ECU,0.398035288072331
2019,ecuador,ECU,0.398035288072331
2020,ecuador,ECU,0.398035288072331
2021,ecuador,ECU,0.398035288072331
2022,ecuador,ECU,0.398035288072331
2023,ecuador,ECU,0.398035288072331
2024,ecuador,ECU,0.398035288072331
2025,ecuador,ECU,0.398035288072331
2026,ecuador,ECU,0.398035288072331
2027,ecuador,ECU,0.398035288072331
2028,ecuador,ECU,0.398035288072331
2029,ecuador,ECU,0.398035288072331
2030,ecuador,ECU,0.398035288072331
2031,ecuador,ECU,0.398035288072331
2032,ecuador,ECU,0.398035288072331
2033,ecuador,ECU,0.398035288072331
2034,ecuador,ECU,0.398035288072331
2035,ecuador,ECU,0.398035288072331
2036,ecuador,ECU,0.398035288072331
2037,ecuador,ECU,0.398035288072331
2038,ecuador,ECU,0.398035288072331
2039,ecuador,ECU,0.398035288072331
2040,ecuador,ECU,0.398035288072331
2041,ecuador,ECU,0.398035288072331
2042,ecuador,ECU,0.398035288072331
2043,ecuador,ECU,0.398035288072331
2044,ecuador,ECU,0.398035288072331
2045,ecuador,ECU,0.398035288072331
2046,ecuador,ECU,0.398035288072331
2047,ecuador,ECU,0.398035288072331
2048,ecuador,ECU,0.398035288072331
2049,ecuador,ECU,0.398035288072331
2050,ecuador,ECU,0.398035288072331
2017,el_salvador,SLV,0.5777649392186875
2018,el_salvador,SLV,0.5777649392186875
2019,el_salvador,SLV,0.5777649392186875
2020,el_salvador,SLV,0.5777649392186875
2021,el_salvador,SLV,0.5777649392186875
2022,el_salvador,SLV,0.5777649392186875
2023,el_salvador,SLV,0.5777649392186875
2024,el_salvador,SLV,0.5777649392186875
2025,el_salvador,SLV,0.5777649392186875
2026,el_salvador,SLV,0.5777649392186875
2027,el_salvador,SLV,0.5777649392186875
2028,el_salvador,SLV,0.5777649392186875
2029,el_salvador,SLV,0.5777649392186875
2030,el_salvador,SLV,0.5777649392186875
2031,el_salvador,SLV,0.5777649392186875
2032,el_salvador,SLV,0.5777649392186875
2033,el_salvador,SLV,0.5777649392186875
2034,el_salvador,SLV,0.5777649392186875
2035,el_salvador,SLV,0.5777649392186875
2036,el_salvador,SLV,0.5777649392186875
2037,el_salvador,SLV,0.5777649392186875
2038,el_salvador,SLV,0.5777649392186875
2039,el_salvador,SLV,0.5777649392186875
2040,el_salvador,SLV,0.5777649392186875
2041,el_salvador,SLV,0.5777649392186875
2042,el_salvador,SLV,0.5777649392186875
2043,el_salvador,SLV,0.5777649392186875
2044,el_salvador,SLV,0.5777649392186875
2045,el_salvador,SLV,0.5777649392186875
2046,el_salvador,SLV,0.5777649392186875
2047,el_salvador,SLV,0.5777649392186875
2048,el_salvador,SLV,0.5777649392186875
2049,el_salvador,SLV,0.5777649392186875
2050,el_salvador,SLV,0.5777649392186875
2017,eritrea,ERI,0.6926024658447184
2018,eritrea,ERI,0.6926024658447184
2019,eritrea,ERI,0.6926024658447184
2020,eritrea,ERI,0.6926024658447184
2021,eritrea,ERI,0.6926024658447184
2022,eritrea,ERI,0.6926024658447184
2023,eritrea,ERI,0.6926024658447184
2024,eritrea,ERI,0.6926024658447184
2025,eritrea,ERI,0.6926024658447184
2026,eritrea,ERI,0.6926024658447184
2027,eritrea,ERI,0.6926024658447184
2028,eritrea,ERI,0.6926024658447184
2029,eritrea,ERI,0.6926024658447184
2030,eritrea,ERI,0.6926024658447184
2031,eritrea,ERI,0.6926024658447184
2032,eritrea,ERI,0.6926024658447184
2033,eritrea,ERI,0.6926024658447184
2034,eritrea,ERI,0.6926024658447184
2035,eritrea,ERI,0.6926024658447184
2036,eritrea,ERI,0.6926024658447184
2037,eritrea,ERI,0.6926024658447184
2038,eritrea,ERI,0.6926024658447184
2039,eritrea,ERI,0.6926024658447184
2040,eritrea,ERI,0.6926024658447184
2041,eritrea,ERI,0.6926024658447184
2042,eritrea,ERI,0.6926024658447184
2043,eritrea,ERI,0.6926024658447184
2044,eritrea,ERI,0.6926024658447184
2045,eritrea,ERI,0.6926024658447184
2046,eritrea,ERI,0.6926024658447184
2047,eritrea,ERI,0.6926024658447184
2048,eritrea,ERI,0.6926024658447184
2049,eritrea,ERI,0.6926024658447184
2050,eritrea,ERI,0.6926024658447184
2017,estonia,EST,0.5482070739844412
2018,estonia,EST,0.5482070739844412
2019,estonia,EST,0.5482070739844412
2020,estonia,EST,0.5482070739844412
2021,estonia,EST,0.5482070739844412
2022,estonia,EST,0.5482070739844412
2023,estonia,EST,0.5482070739844412
2024,estonia,EST,0.5482070739844412
2025,estonia,EST,0.5482070739844412
2026,estonia,EST,0.5482070739844412
2027,estonia,EST,0.5482070739844412
2028,estonia,EST,0.5482070739844412
2029,estonia,EST,0.5482070739844412
2030,estonia,EST,0.5482070739844412
2031,estonia,EST,0.5482070739844412
2032,estonia,EST,0.5482070739844412
2033,estonia,EST,0.5482070739844412
2034,estonia,EST,0.5482070739844412
2035,estonia,EST,0.5482070739844412
2036,estonia,EST,0.5482070739844412
2037,estonia,EST,0.5482070739844412
2038,estonia,EST,0.5482070739844412
2039,estonia,EST,0.5482070739844412
2040,estonia,EST,0.5482070739844412
2041,estonia,EST,0.5482070739844412
2042,estonia,EST,0.5482070739844412
2043,estonia,EST,0.5482070739844412
2044,estonia,EST,0.5482070739844412
2045,estonia,EST,0.5482070739844412
2046,estonia,EST,0.5482070739844412
2047,estonia,EST,0.5482070739844412
2048,estonia,EST,0.5482070739844412
2049,estonia,EST,0.5482070739844412
2050,estonia,EST,0.5482070739844412
2017,finland,FIN,0.2718497795964139
2018,finland,FIN,0.2718497795964139
2019,finland,FIN,0.2718497795964139
2020,finland,FIN,0.2718497795964139
2021,finland,FIN,0.2718497795964139
2022,finland,FIN,0.2718497795964139
2023,finland,FIN,0.2718497795964139
2024,finland,FIN,0.2718497795964139
2025,finland,FIN,0.2718497795964139
2026,finland,FIN,0.2718497795964139
2027,finland,FIN,0.2718497795964139
2028,finland,FIN,0.2718497795964139
2029,finland,FIN,0.2718497795964139
2030,finland,FIN,0.2718497795964139
2031,finland,FIN,0.2718497795964139
2032,finland,FIN,0.2718497795964139
2033,finland,FIN,0.2718497795964139
2034,finland,FIN,0.2718497795964139
2035,finland,FIN,0.2718497795964139
2036,finland,FIN,0.2718497795964139
2037,finland,FIN,0.2718497795964139
2038,finland,FIN,0.2718497795964139
2039,finland,FIN,0.2718497795964139
2040,finland,FIN,0.2718497795964139
2041,finland,FIN,0.2718497795964139
2042,finland,FIN,0.2718497795964139
2043,finland,FIN,0.2718497795964139
2044,finland,FIN,0.2718497795964139
2045,finland,FIN,0.2718497795964139
2046,finland,FIN,0.2718497795964139
2047,finland,FIN,0.2718497795964139
2048,finland,FIN,0.2718497795964139
2049,finland,FIN,0.2718497795964139
2050,finland,FIN,0.2718497795964139
2017,france,FRA,0.31846220141688286
2018,france,FRA,0.31846220141688286
2019,france,FRA,0.31846220141688286
2020,france,FRA,0.31846220141688286
2021,france,FRA,0.31846220141688286
2022,france,FRA,0.31846220141688286
2023,france,FRA,0.31846220141688286
2024,france,FRA,0.31846220141688286
2025,france,FRA,0.31846220141688286
2026,france,FRA,0.31846220141688286
2027,france,FRA,0.31846220141688286
2028,france,FRA,0.31846220141688286
2029,france,FRA,0.31846220141688286
2030,france,FRA,0.31846220141688286
2031,france,FRA,0.31846220141688286
2032,france,FRA,0.31846220141688286
2033,france,FRA,0.31846220141688286
2034,france,FRA,0.31846220141688286
2035,france,FRA,0.31846220141688286
2036,france,FRA,0.31846220141688286
2037,france,FRA,0.31846220141688286
2038,france,FRA,0.31846220141688286
2039,france,FRA,0.31846220141688286
2040,france,FRA,0.31846220141688286
2041,france,FRA,0.31846220141688286
2042,france,FRA,0.31846220141688286
2043,france,FRA,0.31846220141688286
2044,france,FRA,0.31846220141688286
2045,france,FRA,0.31846220141688286
2046,france,FRA,0.31846220141688286
2047,france,FRA,0.31846220141688286
2048,france,FRA,0.31846220141688286
2049,france,FRA,0.31846220141688286
2050,france,FRA,0.31846220141688286
2017,gabon,GAB,0.3408568053223901
2018,gabon,GAB,0.3408568053223901
2019,gabon,GAB,0.3408568053223901
2020,gabon,GAB,0.3408568053223901
2021,gabon,GAB,0.3408568053223901
2022,gabon,GAB,0.3408568053223901
2023,gabon,GAB,0.3408568053223901
2024,gabon,GAB,0.3408568053223901
2025,gabon,GAB,0.3408568053223901
2026,gabon,GAB,0.3408568053223901
2027,gabon,GAB,0.3408568053223901
2028,gabon,GAB,0.3408568053223901
2029,gabon,GAB,0.3408568053223901
2030,gabon,GAB,0.3408568053223901
2031,gabon,GAB,0.3408568053223901
2032,gabon,GAB,0.3408568053223901
2033,gabon,GAB,0.3408568053223901
2034,gabon,GAB,0.3408568053223901
2035,gabon,GAB,0.3408568053223901
2036,gabon,GAB,0.3408568053223901
2037,gabon,GAB,0.3408568053223901
2038,gabon,GAB,0.3408568053223901
2039,gabon,GAB,0.3408568053223901
2040,gabon,GAB,0.3408568053223901
2041,gabon,GAB,0.3408568053223901
2042,gabon,GAB,0.3408568053223901
2043,gabon,GAB,0.3408568053223901
2044,gabon,GAB,0.3408568053223901
2045,gabon,GAB,0.3408568053223901
2046,gabon,GAB,0.3408568053223901
2047,gabon,GAB,0.3408568053223901
2048,gabon,GAB,0.3408568053223901
2049,gabon,GAB,0.3408568053223901
2050,gabon,GAB,0.3408568053223901
2017,georgia,GEO,0.5127669078888591
2018,georgia,GEO,0.5127669078888591
2019,georgia,GEO,0.5127669078888591
2020,georgia,GEO,0.5127669078888591
2021,georgia,GEO,0.5127669078888591
2022,georgia,GEO,0.5127669078888591
