"country","country_long","name","gppd_idnr","capacity_mw","latitude","longitude","primary_fuel","other_fuel1","other_fuel2","other_fuel3","commissioning_year","owner","source","url","geolocation_source","wepp_id","year_of_capacity_data","generation_gwh_2013","generation_gwh_2014","generation_gwh_2015","generation_gwh_2016","generation_gwh_2017","generation_gwh_2018","generation_gwh_2019","generation_data_source","estimated_generation_gwh_2013","estimated_generation_gwh_2014","estimated_generation_gwh_2015","estimated_generation_gwh_2016","estimated_generation_gwh_2017","estimated_generation_note_2013","estimated_generation_note_2014","estimated_generation_note_2015","estimated_generation_note_2016","estimated_generation_note_2017"
"ARG","Argentina","CHILECITO","ARG0000185",5,-29.1578,-67.5069,"Oil","","","",NA,"INDUSTRIAS JUAN F. SECCO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1048507",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,22.65,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CHIMBERA 1","ARG0000295",2,-31.9881,-68.5402,"Solar","","","",NA,"ENARSA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1082831",2015,NA,NA,NA,NA,NA,NA,NA,"",4.26,4.24,3.86,3.82,4.26,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"ARG","Argentina","CIPOLLETTI","ARG0000267",5.78,-38.9121,-67.9427,"Hydro","","","",1954,"DPA RIO NEGRO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1048807",2015,NA,NA,NA,NA,NA,NA,NA,"",11.1,11.37,15.66,13.32,11.1,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"ARG","Argentina","COMANDANTE ANDRESITO","ARG0000221",2.372,-25.6669,-54.0419,"Oil","","","",NA,"EMSA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,10.74,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","COMODORO RIVADAVIA","ARG0000072",141.02,-25.9913,-54.6278,"Gas","Other","","",1990,"CT PATAGONICAS SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1048464",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,789.85,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","COMODORO RIVADAVIA - ANTONIO MORAN","ARG0000067",16.56,-45.8467,-67.4964,"Wind","","","",NA,"COOPERATIVA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1029113",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,104.06,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CORRIENTES","ARG0000117",1.4,-27.4708,-58.8042,"Oil","","","",NA,"DPEC","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,6.34,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","COSTANERA","ARG0000046",1982.2,-34.626,-58.3393,"Coal","Gas","Other","",1983.9,"ENDESA COSTANERA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1011870",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,10273.7,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CRUZ DE PIEDRA","ARG0000197",17.94,-33.0349,-68.7971,"Gas","","","",1969,"CT MENDOZA SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1009866",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,100.48,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CRUZ DEL EJE","ARG0000087",5.052,-30.7636,-64.7538,"Oil","Hydro","","",1943,"EPEC","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1015802",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,22.88,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT 13 DE JULIO","ARG0000110",26,-32.1613,-64.1537,"Gas","","","",NA,"GECOR  (GENERADORA CORDOBA SA)","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1098609",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,145.62,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT ALEM","ARG0000217",15,-43.0907,-65.2298,"Oil","","","",NA,"AGGREKO ARGENTINA SRL","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,67.95,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT ALUMINE","ARG0000256",6.3,-38.8706,-70.5753,"Oil","","","",NA,"INDUSTRIAS JUAN F. SECCO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,28.54,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT ARISTOBULO DEL VALLE","ARG0000229",15,-27.0922,-54.8625,"Oil","","","",NA,"SOENERGY ARGENTINA SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1086566",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,67.95,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT ARRECIFES","ARG0000003",20,-34.0414,-60.1297,"Oil","","","",NA,"AGGREKO ARGENTINA SRL","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,90.61,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT AÑATUYA","ARG0000333",19.2,-28.4431,-62.8569,"Oil","","","",NA,"SULLAIR ARGENTINA SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,86.98,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT AÑATUYA II","ARG0000334",11.5,-28.4431,-62.8569,"Oil","","","",NA,"SULLAIR ARGENTINA SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,52.1,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT BARILOCHE","ARG0000273",20,-41.1497,-71.2633,"Oil","","","",NA,"SOENERGY ARGENTINA SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,90.61,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT BELL VILLE","ARG0000113",15.62,-32.6103,-62.6864,"Oil","","","",NA,"SULLAIR ARGENTINA SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1086321",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,70.76,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT BRAGADO","ARG0000023",49.8,-35.1364,-60.4311,"Gas","","","",NA,"GENNEIA SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1082826",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,278.93,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT CAPITAN SARMIENTO","ARG0000028",5,-34.1636,-59.7683,"Oil","","","",NA,"INDUSTRIAS JUAN F. SECCO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1086536",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,22.65,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT CATAMARCA","ARG0000054",19.2,-28.4706,-65.7647,"Oil","","","",NA,"INDUSTRIAS JUAN F. SECCO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,86.98,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT CAVIAHUE","ARG0000257",5,-38.0528,-70.6136,"Oil","","","",NA,"INDUSTRIAS JUAN F. SECCO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,22.65,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT CERES","ARG0000314",18,-29.8883,-61.9297,"Oil","","","",NA,"INDUSTRIAS JUAN F. SECCO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,81.55,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT CHARATA","ARG0000065",19.4,-27.2369,-61.1939,"Oil","","","",NA,"SULLAIR ARGENTINA SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1086564",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,87.89,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT CHILECITO","ARG0000189",10,-29.1581,-67.5072,"Oil","","","",NA,"INDUSTRIAS JUAN F. SECCO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,45.3,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT CIPOLLETTI","ARG0000260",5,-38.9133,-67.9414,"Oil","","","",NA,"AGGREKO ARGENTINA SRL","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,22.65,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT COLON BUENOS AIRES","ARG0000039",15.3,-33.9222,-61.0769,"Oil","","","",NA,"SULLAIR ARGENTINA SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1048509",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,69.31,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT CONCEPCION DEL URUGUAY","ARG0000147",41.78,-32.4767,-58.2672,"Gas","","","",NA,"GENNEIA SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1086330",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,234.01,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT CORRIENTES","ARG0000114",20,-27.4708,-58.8042,"Oil","","","",NA,"AGGREKO ARGENTINA SRL","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1009865",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,90.61,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT ECOENERGIA (PETROBRAS)","ARG0000032",13.2,-38.6871,-62.3961,"Coal","","","",NA,"PETROBRAS ARGENTINA S.A.","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,68.41,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT ENSENADA DE BARRAGAN","ARG0000160",567,-34.8597,-57.9557,"Gas","","","",NA,"ENARSA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1071001",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3175.77,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT ESQUINA","ARG0000139",16.5,-30.055,-59.5294,"Oil","","","",NA,"SOENERGY ARGENTINA SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,74.75,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT FORMOSA II","ARG0000149",30,-26.1764,-58.2094,"Oil","","","",NA,"APR ENERGY SRL","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,135.91,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT GENERAL VILLEGAS","ARG0000004",23.49,-35.0347,-62.9981,"Oil","","","",NA,"AGGREKO ARGENTINA SRL","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1048533",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,106.42,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT GOYA","ARG0000138",13,-29.1583,-59.2728,"Oil","","","",NA,"INDUSTRIAS JUAN F. SECCO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1009872",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,58.89,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT INDEPENDENCIA","ARG0000336",120,-26.8666,-65.2247,"Gas","","","",1995,"GENERACION INDEPENDENCIA SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1009873",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,672.12,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT INGENIERO JUAREZ","ARG0000152",4,-23.9078,-61.8342,"Oil","","","",NA,"INDUSTRIAS JUAN F. SECCO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1048657",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,18.12,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT INTA CATAMARCA","ARG0000055",7.04,-28.4733,-65.7275,"Oil","","","",NA,"INDUSTRIAS JUAN F. SECCO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,31.89,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT ISLA VERDE","ARG0000083",24.5,-33.2425,-62.395,"Oil","","","",NA,"AGGREKO ARGENTINA SRL","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,111,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT JUAN JOSE CASTELLI","ARG0000059",15,-25.9564,-60.6204,"Oil","","","",NA,"AGGREKO ARGENTINA SRL","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,67.95,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT JUNIN","ARG0000035",22,-34.5708,-60.9161,"Oil","","","",NA,"SOENERGY ARGENTINA SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1086537",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,99.67,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT LA PLATA","ARG0000040",40.4,-34.9344,-58.016,"Oil","","","",NA,"SULLAIR ARGENTINA SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,183.03,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","CT LA RIOJA DELIVERY","ARG0000190",19.2,-29.3811,-66.8325,"Oil","","","",NA,"INDUSTRIAS JUAN F. SECCO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,86.98,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
