,Nation,iso_code3,Year,fuelefficiency_trns_rail_passenger_diesel_km_per_litre
3598,Latin America & Caribbean (excluding high income),LAC,2037,3.2
3599,Latin America & Caribbean (excluding high income),LAC,2038,3.2
3600,Latin America & Caribbean (excluding high income),LAC,2039,3.2
3601,Latin America & Caribbean (excluding high income),LAC,2040,3.2
3602,Latin America & Caribbean (excluding high income),LAC,2041,3.2
3603,Latin America & Caribbean (excluding high income),LAC,2042,3.2
3604,Latin America & Caribbean (excluding high income),LAC,2043,3.2
3605,Latin America & Caribbean (excluding high income),LAC,2044,3.2
3606,Latin America & Caribbean (excluding high income),LAC,2045,3.2
3607,Latin America & Caribbean (excluding high income),LAC,2046,3.2
3608,Latin America & Caribbean (excluding high income),LAC,2047,3.2
3609,Latin America & Caribbean (excluding high income),LAC,2048,3.2
3610,Latin America & Caribbean (excluding high income),LAC,2049,3.2
3611,Latin America & Caribbean (excluding high income),LAC,2050,3.2
3612,Lao PDR,LAO,2023,3.2
3613,Lao PDR,LAO,2024,3.2
3614,Lao PDR,LAO,2025,3.2
3615,Lao PDR,LAO,2026,3.2
3616,Lao PDR,LAO,2027,3.2
3617,Lao PDR,LAO,2028,3.2
3618,Lao PDR,LAO,2029,3.2
3619,Lao PDR,LAO,2030,3.2
3620,Lao PDR,LAO,2031,3.2
3621,Lao PDR,LAO,2032,3.2
3622,Lao PDR,LAO,2033,3.2
3623,Lao PDR,LAO,2034,3.2
3624,Lao PDR,LAO,2035,3.2
3625,Lao PDR,LAO,2036,3.2
3626,Lao PDR,LAO,2037,3.2
3627,Lao PDR,LAO,2038,3.2
3628,Lao PDR,LAO,2039,3.2
3629,Lao PDR,LAO,2040,3.2
3630,Lao PDR,LAO,2041,3.2
3631,Lao PDR,LAO,2042,3.2
3632,Lao PDR,LAO,2043,3.2
3633,Lao PDR,LAO,2044,3.2
3634,Lao PDR,LAO,2045,3.2
3635,Lao PDR,LAO,2046,3.2
3636,Lao PDR,LAO,2047,3.2
3637,Lao PDR,LAO,2048,3.2
3638,Lao PDR,LAO,2049,3.2
3639,Lao PDR,LAO,2050,3.2
3640,Lebanon,LBN,2023,3.2
3641,Lebanon,LBN,2024,3.2
3642,Lebanon,LBN,2025,3.2
3643,Lebanon,LBN,2026,3.2
3644,Lebanon,LBN,2027,3.2
3645,Lebanon,LBN,2028,3.2
3646,Lebanon,LBN,2029,3.2
3647,Lebanon,LBN,2030,3.2
3648,Lebanon,LBN,2031,3.2
3649,Lebanon,LBN,2032,3.2
3650,Lebanon,LBN,2033,3.2
3651,Lebanon,LBN,2034,3.2
3652,Lebanon,LBN,2035,3.2
3653,Lebanon,LBN,2036,3.2
3654,Lebanon,LBN,2037,3.2
3655,Lebanon,LBN,2038,3.2
3656,Lebanon,LBN,2039,3.2
3657,Lebanon,LBN,2040,3.2
3658,Lebanon,LBN,2041,3.2
3659,Lebanon,LBN,2042,3.2
3660,Lebanon,LBN,2043,3.2
3661,Lebanon,LBN,2044,3.2
3662,Lebanon,LBN,2045,3.2
3663,Lebanon,LBN,2046,3.2
3664,Lebanon,LBN,2047,3.2
3665,Lebanon,LBN,2048,3.2
3666,Lebanon,LBN,2049,3.2
3667,Lebanon,LBN,2050,3.2
3668,Liberia,LBR,2023,3.2
3669,Liberia,LBR,2024,3.2
3670,Liberia,LBR,2025,3.2
3671,Liberia,LBR,2026,3.2
3672,Liberia,LBR,2027,3.2
3673,Liberia,LBR,2028,3.2
3674,Liberia,LBR,2029,3.2
3675,Liberia,LBR,2030,3.2
3676,Liberia,LBR,2031,3.2
3677,Liberia,LBR,2032,3.2
3678,Liberia,LBR,2033,3.2
3679,Liberia,LBR,2034,3.2
3680,Liberia,LBR,2035,3.2
3681,Liberia,LBR,2036,3.2
3682,Liberia,LBR,2037,3.2
3683,Liberia,LBR,2038,3.2
3684,Liberia,LBR,2039,3.2
3685,Liberia,LBR,2040,3.2
3686,Liberia,LBR,2041,3.2
3687,Liberia,LBR,2042,3.2
3688,Liberia,LBR,2043,3.2
3689,Liberia,LBR,2044,3.2
3690,Liberia,LBR,2045,3.2
3691,Liberia,LBR,2046,3.2
3692,Liberia,LBR,2047,3.2
3693,Liberia,LBR,2048,3.2
3694,Liberia,LBR,2049,3.2
3695,Liberia,LBR,2050,3.2
3696,Libya,LBY,2023,3.2
3697,Libya,LBY,2024,3.2
3698,Libya,LBY,2025,3.2
3699,Libya,LBY,2026,3.2
3700,Libya,LBY,2027,3.2
3701,Libya,LBY,2028,3.2
3702,Libya,LBY,2029,3.2
3703,Libya,LBY,2030,3.2
3704,Libya,LBY,2031,3.2
3705,Libya,LBY,2032,3.2
3706,Libya,LBY,2033,3.2
3707,Libya,LBY,2034,3.2
3708,Libya,LBY,2035,3.2
3709,Libya,LBY,2036,3.2
3710,Libya,LBY,2037,3.2
3711,Libya,LBY,2038,3.2
3712,Libya,LBY,2039,3.2
3713,Libya,LBY,2040,3.2
3714,Libya,LBY,2041,3.2
3715,Libya,LBY,2042,3.2
3716,Libya,LBY,2043,3.2
3717,Libya,LBY,2044,3.2
3718,Libya,LBY,2045,3.2
3719,Libya,LBY,2046,3.2
3720,Libya,LBY,2047,3.2
3721,Libya,LBY,2048,3.2
3722,Libya,LBY,2049,3.2
3723,Libya,LBY,2050,3.2
3724,St. Lucia,LCA,2023,3.2
3725,St. Lucia,LCA,2024,3.2
3726,St. Lucia,LCA,2025,3.2
3727,St. Lucia,LCA,2026,3.2
3728,St. Lucia,LCA,2027,3.2
3729,St. Lucia,LCA,2028,3.2
3730,St. Lucia,LCA,2029,3.2
3731,St. Lucia,LCA,2030,3.2
3732,St. Lucia,LCA,2031,3.2
3733,St. Lucia,LCA,2032,3.2
3734,St. Lucia,LCA,2033,3.2
3735,St. Lucia,LCA,2034,3.2
3736,St. Lucia,LCA,2035,3.2
3737,St. Lucia,LCA,2036,3.2
3738,St. Lucia,LCA,2037,3.2
3739,St. Lucia,LCA,2038,3.2
3740,St. Lucia,LCA,2039,3.2
3741,St. Lucia,LCA,2040,3.2
3742,St. Lucia,LCA,2041,3.2
3743,St. Lucia,LCA,2042,3.2
3744,St. Lucia,LCA,2043,3.2
3745,St. Lucia,LCA,2044,3.2
3746,St. Lucia,LCA,2045,3.2
3747,St. Lucia,LCA,2046,3.2
3748,St. Lucia,LCA,2047,3.2
3749,St. Lucia,LCA,2048,3.2
3750,St. Lucia,LCA,2049,3.2
3751,St. Lucia,LCA,2050,3.2
3752,Latin America & Caribbean,LCN,2023,3.2
3753,Latin America & Caribbean,LCN,2024,3.2
3754,Latin America & Caribbean,LCN,2025,3.2
3755,Latin America & Caribbean,LCN,2026,3.2
3756,Latin America & Caribbean,LCN,2027,3.2
3757,Latin America & Caribbean,LCN,2028,3.2
3758,Latin America & Caribbean,LCN,2029,3.2
3759,Latin America & Caribbean,LCN,2030,3.2
3760,Latin America & Caribbean,LCN,2031,3.2
3761,Latin America & Caribbean,LCN,2032,3.2
3762,Latin America & Caribbean,LCN,2033,3.2
3763,Latin America & Caribbean,LCN,2034,3.2
3764,Latin America & Caribbean,LCN,2035,3.2
3765,Latin America & Caribbean,LCN,2036,3.2
3766,Latin America & Caribbean,LCN,2037,3.2
3767,Latin America & Caribbean,LCN,2038,3.2
3768,Latin America & Caribbean,LCN,2039,3.2
3769,Latin America & Caribbean,LCN,2040,3.2
3770,Latin America & Caribbean,LCN,2041,3.2
3771,Latin America & Caribbean,LCN,2042,3.2
3772,Latin America & Caribbean,LCN,2043,3.2
3773,Latin America & Caribbean,LCN,2044,3.2
3774,Latin America & Caribbean,LCN,2045,3.2
3775,Latin America & Caribbean,LCN,2046,3.2
3776,Latin America & Caribbean,LCN,2047,3.2
3777,Latin America & Caribbean,LCN,2048,3.2
3778,Latin America & Caribbean,LCN,2049,3.2
3779,Latin America & Caribbean,LCN,2050,3.2
3780,Least developed countries: UN classification,LDC,2023,3.2
3781,Least developed countries: UN classification,LDC,2024,3.2
3782,Least developed countries: UN classification,LDC,2025,3.2
3783,Least developed countries: UN classification,LDC,2026,3.2
3784,Least developed countries: UN classification,LDC,2027,3.2
3785,Least developed countries: UN classification,LDC,2028,3.2
3786,Least developed countries: UN classification,LDC,2029,3.2
3787,Least developed countries: UN classification,LDC,2030,3.2
3788,Least developed countries: UN classification,LDC,2031,3.2
3789,Least developed countries: UN classification,LDC,2032,3.2
3790,Least developed countries: UN classification,LDC,2033,3.2
3791,Least developed countries: UN classification,LDC,2034,3.2
3792,Least developed countries: UN classification,LDC,2035,3.2
3793,Least developed countries: UN classification,LDC,2036,3.2
3794,Least developed countries: UN classification,LDC,2037,3.2
3795,Least developed countries: UN classification,LDC,2038,3.2
3796,Least developed countries: UN classification,LDC,2039,3.2
3797,Least developed countries: UN classification,LDC,2040,3.2
3798,Least developed countries: UN classification,LDC,2041,3.2
3799,Least developed countries: UN classification,LDC,2042,3.2
3800,Least developed countries: UN classification,LDC,2043,3.2
3801,Least developed countries: UN classification,LDC,2044,3.2
3802,Least developed countries: UN classification,LDC,2045,3.2
3803,Least developed countries: UN classification,LDC,2046,3.2
3804,Least developed countries: UN classification,LDC,2047,3.2
3805,Least developed countries: UN classification,LDC,2048,3.2
3806,Least developed countries: UN classification,LDC,2049,3.2
3807,Least developed countries: UN classification,LDC,2050,3.2
3808,Low income,LIC,2023,3.2
3809,Low income,LIC,2024,3.2
3810,Low income,LIC,2025,3.2
3811,Low income,LIC,2026,3.2
3812,Low income,LIC,2027,3.2
3813,Low income,LIC,2028,3.2
3814,Low income,LIC,2029,3.2
3815,Low income,LIC,2030,3.2
3816,Low income,LIC,2031,3.2
3817,Low income,LIC,2032,3.2
3818,Low income,LIC,2033,3.2
3819,Low income,LIC,2034,3.2
3820,Low income,LIC,2035,3.2
3821,Low income,LIC,2036,3.2
3822,Low income,LIC,2037,3.2
3823,Low income,LIC,2038,3.2
3824,Low income,LIC,2039,3.2
3825,Low income,LIC,2040,3.2
3826,Low income,LIC,2041,3.2
3827,Low income,LIC,2042,3.2
3828,Low income,LIC,2043,3.2
3829,Low income,LIC,2044,3.2
3830,Low income,LIC,2045,3.2
3831,Low income,LIC,2046,3.2
3832,Low income,LIC,2047,3.2
3833,Low income,LIC,2048,3.2
3834,Low income,LIC,2049,3.2
3835,Low income,LIC,2050,3.2
3836,Liechtenstein,LIE,2023,3.2
3837,Liechtenstein,LIE,2024,3.2
3838,Liechtenstein,LIE,2025,3.2
3839,Liechtenstein,LIE,2026,3.2
3840,Liechtenstein,LIE,2027,3.2
3841,Liechtenstein,LIE,2028,3.2
3842,Liechtenstein,LIE,2029,3.2
3843,Liechtenstein,LIE,2030,3.2
3844,Liechtenstein,LIE,2031,3.2
3845,Liechtenstein,LIE,2032,3.2
3846,Liechtenstein,LIE,2033,3.2
3847,Liechtenstein,LIE,2034,3.2
3848,Liechtenstein,LIE,2035,3.2
3849,Liechtenstein,LIE,2036,3.2
3850,Liechtenstein,LIE,2037,3.2
3851,Liechtenstein,LIE,2038,3.2
3852,Liechtenstein,LIE,2039,3.2
3853,Liechtenstein,LIE,2040,3.2
3854,Liechtenstein,LIE,2041,3.2
3855,Liechtenstein,LIE,2042,3.2
3856,Liechtenstein,LIE,2043,3.2
3857,Liechtenstein,LIE,2044,3.2
3858,Liechtenstein,LIE,2045,3.2
3859,Liechtenstein,LIE,2046,3.2
3860,Liechtenstein,LIE,2047,3.2
3861,Liechtenstein,LIE,2048,3.2
3862,Liechtenstein,LIE,2049,3.2
3863,Liechtenstein,LIE,2050,3.2
3864,Sri Lanka,LKA,2023,3.2
3865,Sri Lanka,LKA,2024,3.2
3866,Sri Lanka,LKA,2025,3.2
3867,Sri Lanka,LKA,2026,3.2
3868,Sri Lanka,LKA,2027,3.2
3869,Sri Lanka,LKA,2028,3.2
3870,Sri Lanka,LKA,2029,3.2
3871,Sri Lanka,LKA,2030,3.2
3872,Sri Lanka,LKA,2031,3.2
3873,Sri Lanka,LKA,2032,3.2
3874,Sri Lanka,LKA,2033,3.2
3875,Sri Lanka,LKA,2034,3.2
3876,Sri Lanka,LKA,2035,3.2
3877,Sri Lanka,LKA,2036,3.2
3878,Sri Lanka,LKA,2037,3.2
3879,Sri Lanka,LKA,2038,3.2
3880,Sri Lanka,LKA,2039,3.2
3881,Sri Lanka,LKA,2040,3.2
3882,Sri Lanka,LKA,2041,3.2
3883,Sri Lanka,LKA,2042,3.2
3884,Sri Lanka,LKA,2043,3.2
3885,Sri Lanka,LKA,2044,3.2
3886,Sri Lanka,LKA,2045,3.2
3887,Sri Lanka,LKA,2046,3.2
3888,Sri Lanka,LKA,2047,3.2
3889,Sri Lanka,LKA,2048,3.2
3890,Sri Lanka,LKA,2049,3.2
3891,Sri Lanka,LKA,2050,3.2
3892,Lower middle income,LMC,2023,3.2
3893,Lower middle income,LMC,2024,3.2
3894,Lower middle income,LMC,2025,3.2
3895,Lower middle income,LMC,2026,3.2
3896,Lower middle income,LMC,2027,3.2
3897,Lower middle income,LMC,2028,3.2
3898,Lower middle income,LMC,2029,3.2
3899,Lower middle income,LMC,2030,3.2
3900,Lower middle income,LMC,2031,3.2
3901,Lower middle income,LMC,2032,3.2
3902,Lower middle income,LMC,2033,3.2
3903,Lower middle income,LMC,2034,3.2
3904,Lower middle income,LMC,2035,3.2
3905,Lower middle income,LMC,2036,3.2
3906,Lower middle income,LMC,2037,3.2
3907,Lower middle income,LMC,2038,3.2
3908,Lower middle income,LMC,2039,3.2
3909,Lower middle income,LMC,2040,3.2
3910,Lower middle income,LMC,2041,3.2
3911,Lower middle income,LMC,2042,3.2
3912,Lower middle income,LMC,2043,3.2
3913,Lower middle income,LMC,2044,3.2
3914,Lower middle income,LMC,2045,3.2
3915,Lower middle income,LMC,2046,3.2
3916,Lower middle income,LMC,2047,3.2
3917,Lower middle income,LMC,2048,3.2
3918,Lower middle income,LMC,2049,3.2
3919,Lower middle income,LMC,2050,3.2
3920,Low & middle income,LMY,2023,3.2
3921,Low & middle income,LMY,2024,3.2
3922,Low & middle income,LMY,2025,3.2
3923,Low & middle income,LMY,2026,3.2
3924,Low & middle income,LMY,2027,3.2
3925,Low & middle income,LMY,2028,3.2
3926,Low & middle income,LMY,2029,3.2
3927,Low & middle income,LMY,2030,3.2
3928,Low & middle income,LMY,2031,3.2
3929,Low & middle income,LMY,2032,3.2
3930,Low & middle income,LMY,2033,3.2
3931,Low & middle income,LMY,2034,3.2
3932,Low & middle income,LMY,2035,3.2
3933,Low & middle income,LMY,2036,3.2
3934,Low & middle income,LMY,2037,3.2
3935,Low & middle income,LMY,2038,3.2
3936,Low & middle income,LMY,2039,3.2
3937,Low & middle income,LMY,2040,3.2
3938,Low & middle income,LMY,2041,3.2
3939,Low & middle income,LMY,2042,3.2
3940,Low & middle income,LMY,2043,3.2
3941,Low & middle income,LMY,2044,3.2
3942,Low & middle income,LMY,2045,3.2
3943,Low & middle income,LMY,2046,3.2
3944,Low & middle income,LMY,2047,3.2
3945,Low & middle income,LMY,2048,3.2
3946,Low & middle income,LMY,2049,3.2
3947,Low & middle income,LMY,2050,3.2
3948,Lesotho,LSO,2023,3.2
3949,Lesotho,LSO,2024,3.2
3950,Lesotho,LSO,2025,3.2
3951,Lesotho,LSO,2026,3.2
3952,Lesotho,LSO,2027,3.2
3953,Lesotho,LSO,2028,3.2
3954,Lesotho,LSO,2029,3.2
3955,Lesotho,LSO,2030,3.2
3956,Lesotho,LSO,2031,3.2
3957,Lesotho,LSO,2032,3.2
3958,Lesotho,LSO,2033,3.2
3959,Lesotho,LSO,2034,3.2
3960,Lesotho,LSO,2035,3.2
3961,Lesotho,LSO,2036,3.2
3962,Lesotho,LSO,2037,3.2
3963,Lesotho,LSO,2038,3.2
3964,Lesotho,LSO,2039,3.2
3965,Lesotho,LSO,2040,3.2
3966,Lesotho,LSO,2041,3.2
3967,Lesotho,LSO,2042,3.2
3968,Lesotho,LSO,2043,3.2
3969,Lesotho,LSO,2044,3.2
3970,Lesotho,LSO,2045,3.2
3971,Lesotho,LSO,2046,3.2
3972,Lesotho,LSO,2047,3.2
3973,Lesotho,LSO,2048,3.2
3974,Lesotho,LSO,2049,3.2
3975,Lesotho,LSO,2050,3.2
3976,Late-demographic dividend,LTE,2023,3.2
3977,Late-demographic dividend,LTE,2024,3.2
3978,Late-demographic dividend,LTE,2025,3.2
3979,Late-demographic dividend,LTE,2026,3.2
3980,Late-demographic dividend,LTE,2027,3.2
3981,Late-demographic dividend,LTE,2028,3.2
3982,Late-demographic dividend,LTE,2029,3.2
3983,Late-demographic dividend,LTE,2030,3.2
3984,Late-demographic dividend,LTE,2031,3.2
3985,Late-demographic dividend,LTE,2032,3.2
3986,Late-demographic dividend,LTE,2033,3.2
3987,Late-demographic dividend,LTE,2034,3.2
3988,Late-demographic dividend,LTE,2035,3.2
3989,Late-demographic dividend,LTE,2036,3.2
3990,Late-demographic dividend,LTE,2037,3.2
3991,Late-demographic dividend,LTE,2038,3.2
3992,Late-demographic dividend,LTE,2039,3.2
3993,Late-demographic dividend,LTE,2040,3.2
3994,Late-demographic dividend,LTE,2041,3.2
3995,Late-demographic dividend,LTE,2042,3.2
3996,Late-demographic dividend,LTE,2043,3.2
3997,Late-demographic dividend,LTE,2044,3.2
3998,Late-demographic dividend,LTE,2045,3.2
3999,Late-demographic dividend,LTE,2046,3.2
4000,Late-demographic dividend,LTE,2047,3.2
4001,Late-demographic dividend,LTE,2048,3.2
4002,Late-demographic dividend,LTE,2049,3.2
4003,Late-demographic dividend,LTE,2050,3.2
4004,Lithuania,LTU,2023,3.2
4005,Lithuania,LTU,2024,3.2
4006,Lithuania,LTU,2025,3.2
4007,Lithuania,LTU,2026,3.2
4008,Lithuania,LTU,2027,3.2
4009,Lithuania,LTU,2028,3.2
4010,Lithuania,LTU,2029,3.2
4011,Lithuania,LTU,2030,3.2
4012,Lithuania,LTU,2031,3.2
4013,Lithuania,LTU,2032,3.2
4014,Lithuania,LTU,2033,3.2
4015,Lithuania,LTU,2034,3.2
4016,Lithuania,LTU,2035,3.2
4017,Lithuania,LTU,2036,3.2
4018,Lithuania,LTU,2037,3.2
4019,Lithuania,LTU,2038,3.2
4020,Lithuania,LTU,2039,3.2
4021,Lithuania,LTU,2040,3.2
4022,Lithuania,LTU,2041,3.2
4023,Lithuania,LTU,2042,3.2
4024,Lithuania,LTU,2043,3.2
4025,Lithuania,LTU,2044,3.2
4026,Lithuania,LTU,2045,3.2
4027,Lithuania,LTU,2046,3.2
4028,Lithuania,LTU,2047,3.2
4029,Lithuania,LTU,2048,3.2
4030,Lithuania,LTU,2049,3.2
4031,Lithuania,LTU,2050,3.2
4032,Luxembourg,LUX,2023,3.2
4033,Luxembourg,LUX,2024,3.2
4034,Luxembourg,LUX,2025,3.2
4035,Luxembourg,LUX,2026,3.2
4036,Luxembourg,LUX,2027,3.2
4037,Luxembourg,LUX,2028,3.2
4038,Luxembourg,LUX,2029,3.2
4039,Luxembourg,LUX,2030,3.2
4040,Luxembourg,LUX,2031,3.2
4041,Luxembourg,LUX,2032,3.2
4042,Luxembourg,LUX,2033,3.2
4043,Luxembourg,LUX,2034,3.2
4044,Luxembourg,LUX,2035,3.2
4045,Luxembourg,LUX,2036,3.2
4046,Luxembourg,LUX,2037,3.2
4047,Luxembourg,LUX,2038,3.2
4048,Luxembourg,LUX,2039,3.2
4049,Luxembourg,LUX,2040,3.2
4050,Luxembourg,LUX,2041,3.2
4051,Luxembourg,LUX,2042,3.2
4052,Luxembourg,LUX,2043,3.2
4053,Luxembourg,LUX,2044,3.2
4054,Luxembourg,LUX,2045,3.2
4055,Luxembourg,LUX,2046,3.2
4056,Luxembourg,LUX,2047,3.2
4057,Luxembourg,LUX,2048,3.2
4058,Luxembourg,LUX,2049,3.2
4059,Luxembourg,LUX,2050,3.2
4060,Latvia,LVA,2023,3.2
4061,Latvia,LVA,2024,3.2
4062,Latvia,LVA,2025,3.2
4063,Latvia,LVA,2026,3.2
4064,Latvia,LVA,2027,3.2
4065,Latvia,LVA,2028,3.2
4066,Latvia,LVA,2029,3.2
4067,Latvia,LVA,2030,3.2
4068,Latvia,LVA,2031,3.2
4069,Latvia,LVA,2032,3.2
4070,Latvia,LVA,2033,3.2
4071,Latvia,LVA,2034,3.2
4072,Latvia,LVA,2035,3.2
4073,Latvia,LVA,2036,3.2
4074,Latvia,LVA,2037,3.2
4075,Latvia,LVA,2038,3.2
4076,Latvia,LVA,2039,3.2
4077,Latvia,LVA,2040,3.2
4078,Latvia,LVA,2041,3.2
4079,Latvia,LVA,2042,3.2
4080,Latvia,LVA,2043,3.2
4081,Latvia,LVA,2044,3.2
4082,Latvia,LVA,2045,3.2
4083,Latvia,LVA,2046,3.2
4084,Latvia,LVA,2047,3.2
4085,Latvia,LVA,2048,3.2
4086,Latvia,LVA,2049,3.2
4087,Latvia,LVA,2050,3.2
4088,"Macao SAR, China",MAC,2023,3.2
4089,"Macao SAR, China",MAC,2024,3.2
4090,"Macao SAR, China",MAC,2025,3.2
4091,"Macao SAR, China",MAC,2026,3.2
4092,"Macao SAR, China",MAC,2027,3.2
4093,"Macao SAR, China",MAC,2028,3.2
4094,"Macao SAR, China",MAC,2029,3.2
4095,"Macao SAR, China",MAC,2030,3.2
4096,"Macao SAR, China",MAC,2031,3.2
4097,"Macao SAR, China",MAC,2032,3.2
4098,"Macao SAR, China",MAC,2033,3.2
4099,"Macao SAR, China",MAC,2034,3.2
4100,"Macao SAR, China",MAC,2035,3.2
4101,"Macao SAR, China",MAC,2036,3.2
4102,"Macao SAR, China",MAC,2037,3.2
4103,"Macao SAR, China",MAC,2038,3.2
4104,"Macao SAR, China",MAC,2039,3.2
4105,"Macao SAR, China",MAC,2040,3.2
4106,"Macao SAR, China",MAC,2041,3.2
4107,"Macao SAR, China",MAC,2042,3.2
4108,"Macao SAR, China",MAC,2043,3.2
4109,"Macao SAR, China",MAC,2044,3.2
4110,"Macao SAR, China",MAC,2045,3.2
4111,"Macao SAR, China",MAC,2046,3.2
4112,"Macao SAR, China",MAC,2047,3.2
4113,"Macao SAR, China",MAC,2048,3.2
4114,"Macao SAR, China",MAC,2049,3.2
4115,"Macao SAR, China",MAC,2050,3.2
4116,St. Martin (French part),MAF,2023,3.2
4117,St. Martin (French part),MAF,2024,3.2
4118,St. Martin (French part),MAF,2025,3.2
4119,St. Martin (French part),MAF,2026,3.2
4120,St. Martin (French part),MAF,2027,3.2
4121,St. Martin (French part),MAF,2028,3.2
4122,St. Martin (French part),MAF,2029,3.2
4123,St. Martin (French part),MAF,2030,3.2
4124,St. Martin (French part),MAF,2031,3.2
4125,St. Martin (French part),MAF,2032,3.2
4126,St. Martin (French part),MAF,2033,3.2
4127,St. Martin (French part),MAF,2034,3.2
4128,St. Martin (French part),MAF,2035,3.2
4129,St. Martin (French part),MAF,2036,3.2
4130,St. Martin (French part),MAF,2037,3.2
4131,St. Martin (French part),MAF,2038,3.2
4132,St. Martin (French part),MAF,2039,3.2
4133,St. Martin (French part),MAF,2040,3.2
4134,St. Martin (French part),MAF,2041,3.2
4135,St. Martin (French part),MAF,2042,3.2
4136,St. Martin (French part),MAF,2043,3.2
4137,St. Martin (French part),MAF,2044,3.2
4138,St. Martin (French part),MAF,2045,3.2
4139,St. Martin (French part),MAF,2046,3.2
4140,St. Martin (French part),MAF,2047,3.2
4141,St. Martin (French part),MAF,2048,3.2
4142,St. Martin (French part),MAF,2049,3.2
4143,St. Martin (French part),MAF,2050,3.2
4144,Morocco,MAR,2023,3.2
4145,Morocco,MAR,2024,3.2
4146,Morocco,MAR,2025,3.2
4147,Morocco,MAR,2026,3.2
4148,Morocco,MAR,2027,3.2
4149,Morocco,MAR,2028,3.2
4150,Morocco,MAR,2029,3.2
4151,Morocco,MAR,2030,3.2
4152,Morocco,MAR,2031,3.2
4153,Morocco,MAR,2032,3.2
4154,Morocco,MAR,2033,3.2
4155,Morocco,MAR,2034,3.2
4156,Morocco,MAR,2035,3.2
4157,Morocco,MAR,2036,3.2
4158,Morocco,MAR,2037,3.2
4159,Morocco,MAR,2038,3.2
4160,Morocco,MAR,2039,3.2
4161,Morocco,MAR,2040,3.2
4162,Morocco,MAR,2041,3.2
4163,Morocco,MAR,2042,3.2
4164,Morocco,MAR,2043,3.2
4165,Morocco,MAR,2044,3.2
4166,Morocco,MAR,2045,3.2
4167,Morocco,MAR,2046,3.2
4168,Morocco,MAR,2047,3.2
4169,Morocco,MAR,2048,3.2
4170,Morocco,MAR,2049,3.2
4171,Morocco,MAR,2050,3.2
4172,Monaco,MCO,2023,3.2
4173,Monaco,MCO,2024,3.2
4174,Monaco,MCO,2025,3.2
4175,Monaco,MCO,2026,3.2
4176,Monaco,MCO,2027,3.2
4177,Monaco,MCO,2028,3.2
4178,Monaco,MCO,2029,3.2
4179,Monaco,MCO,2030,3.2
4180,Monaco,MCO,2031,3.2
4181,Monaco,MCO,2032,3.2
4182,Monaco,MCO,2033,3.2
4183,Monaco,MCO,2034,3.2
4184,Monaco,MCO,2035,3.2
4185,Monaco,MCO,2036,3.2
4186,Monaco,MCO,2037,3.2
4187,Monaco,MCO,2038,3.2
4188,Monaco,MCO,2039,3.2
4189,Monaco,MCO,2040,3.2
4190,Monaco,MCO,2041,3.2
4191,Monaco,MCO,2042,3.2
4192,Monaco,MCO,2043,3.2
4193,Monaco,MCO,2044,3.2
4194,Monaco,MCO,2045,3.2
4195,Monaco,MCO,2046,3.2
4196,Monaco,MCO,2047,3.2
4197,Monaco,MCO,2048,3.2
4198,Monaco,MCO,2049,3.2
4199,Monaco,MCO,2050,3.2
4200,Moldova,MDA,2023,3.2
4201,Moldova,MDA,2024,3.2
4202,Moldova,MDA,2025,3.2
4203,Moldova,MDA,2026,3.2
4204,Moldova,MDA,2027,3.2
4205,Moldova,MDA,2028,3.2
4206,Moldova,MDA,2029,3.2
4207,Moldova,MDA,2030,3.2
4208,Moldova,MDA,2031,3.2
4209,Moldova,MDA,2032,3.2
4210,Moldova,MDA,2033,3.2
4211,Moldova,MDA,2034,3.2
4212,Moldova,MDA,2035,3.2
4213,Moldova,MDA,2036,3.2
4214,Moldova,MDA,2037,3.2
4215,Moldova,MDA,2038,3.2
4216,Moldova,MDA,2039,3.2
4217,Moldova,MDA,2040,3.2
4218,Moldova,MDA,2041,3.2
4219,Moldova,MDA,2042,3.2
4220,Moldova,MDA,2043,3.2
4221,Moldova,MDA,2044,3.2
4222,Moldova,MDA,2045,3.2
4223,Moldova,MDA,2046,3.2
4224,Moldova,MDA,2047,3.2
4225,Moldova,MDA,2048,3.2
4226,Moldova,MDA,2049,3.2
4227,Moldova,MDA,2050,3.2
4228,Madagascar,MDG,2023,3.2
4229,Madagascar,MDG,2024,3.2
4230,Madagascar,MDG,2025,3.2
4231,Madagascar,MDG,2026,3.2
4232,Madagascar,MDG,2027,3.2
4233,Madagascar,MDG,2028,3.2
4234,Madagascar,MDG,2029,3.2
4235,Madagascar,MDG,2030,3.2
4236,Madagascar,MDG,2031,3.2
4237,Madagascar,MDG,2032,3.2
4238,Madagascar,MDG,2033,3.2
4239,Madagascar,MDG,2034,3.2
4240,Madagascar,MDG,2035,3.2
4241,Madagascar,MDG,2036,3.2
4242,Madagascar,MDG,2037,3.2
4243,Madagascar,MDG,2038,3.2
4244,Madagascar,MDG,2039,3.2
4245,Madagascar,MDG,2040,3.2
4246,Madagascar,MDG,2041,3.2
4247,Madagascar,MDG,2042,3.2
4248,Madagascar,MDG,2043,3.2
4249,Madagascar,MDG,2044,3.2
4250,Madagascar,MDG,2045,3.2
4251,Madagascar,MDG,2046,3.2
4252,Madagascar,MDG,2047,3.2
4253,Madagascar,MDG,2048,3.2
4254,Madagascar,MDG,2049,3.2
4255,Madagascar,MDG,2050,3.2
4256,Maldives,MDV,2023,3.2
